Dataset Name,Friendly Name,Category,Data Type,API Path,Field Path,Field Type,Example,Unit,Description,Notes
corva#activity-groups,activity-groups,Activities / Operations,time,/api/v1/data/corva/activity-groups/,data.start_time,int,1545249823,,,
corva#activity-groups,activity-groups,Activities / Operations,time,/api/v1/data/corva/activity-groups/,data.activity_name,str,Tripping in,,,
corva#activity-groups,activity-groups,Activities / Operations,time,/api/v1/data/corva/activity-groups/,data.end_bit_depth,float,6472.6,,,
corva#activity-groups,activity-groups,Activities / Operations,time,/api/v1/data/corva/activity-groups/,data.end_hole_depth,int,7065,,,
corva#activity-groups,activity-groups,Activities / Operations,time,/api/v1/data/corva/activity-groups/,data.operation_time,int,12929,,,
corva#activity-groups,activity-groups,Activities / Operations,time,/api/v1/data/corva/activity-groups/,data.start_bit_depth,int,1240,,,
corva#activity-groups,activity-groups,Activities / Operations,time,/api/v1/data/corva/activity-groups/,data.bit_depth_change,null,,,,
corva#activity-groups,activity-groups,Activities / Operations,time,/api/v1/data/corva/activity-groups/,data.start_hole_depth,int,7065,,,
corva#activity-groups,activity-groups,Activities / Operations,time,/api/v1/data/corva/activity-groups/,data.hole_depth_change,null,,,,
corva#activity-groups,activity-groups,Activities / Operations,time,/api/v1/data/corva/activity-groups/,version,int,1,,,
corva#activity-groups,activity-groups,Activities / Operations,time,/api/v1/data/corva/activity-groups/,asset_id,int,31659357,,,
corva#activity-groups,activity-groups,Activities / Operations,time,/api/v1/data/corva/activity-groups/,provider,str,corva,,,
corva#activity-groups,activity-groups,Activities / Operations,time,/api/v1/data/corva/activity-groups/,timestamp,int,1545262752,,,
corva#activity-groups,activity-groups,Activities / Operations,time,/api/v1/data/corva/activity-groups/,collection,str,activity-groups,,,
corva#activity-groups,activity-groups,Activities / Operations,time,/api/v1/data/corva/activity-groups/,company_id,int,5,,,
corva#anti-collision.metadata-edm,anti-collision.metadata-edm,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-edm/,_id,str,67940b3ab08f74f18468f016,,,
corva#anti-collision.metadata-edm,anti-collision.metadata-edm,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-edm/,data,object,,,,
corva#anti-collision.metadata-edm,anti-collision.metadata-edm,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-edm/,data.wells,array[dict],,,,
corva#anti-collision.metadata-edm,anti-collision.metadata-edm,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-edm/,data.wells[].api_number,int,4246142919,,,
corva#anti-collision.metadata-edm,anti-collision.metadata-edm,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-edm/,data.wells[].latitude_deg,float,31.49318565189394,,,
corva#anti-collision.metadata-edm,anti-collision.metadata-edm,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-edm/,data.wells[].longitude_deg,float,-102.0585495249621,,,
corva#anti-collision.metadata-edm,anti-collision.metadata-edm,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-edm/,data.wells[].well_common_name,str,EAGLE PASS C5 5411BH,,,
corva#anti-collision.metadata-edm,anti-collision.metadata-edm,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-edm/,data.file_hash,str,f5f7dad8a8820bd1b930dfb275810518,,,
corva#anti-collision.metadata-edm,anti-collision.metadata-edm,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-edm/,data.file_link,str,anti-collision-edm/80/67940b267ae07be936140798/EAGLE_PASS_PROJECT_01092025replac,,,
corva#anti-collision.metadata-edm,anti-collision.metadata-edm,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-edm/,data.file_name,str,EAGLE_PASS_PROJECT_01092025replaced.edm.xml,,,
corva#anti-collision.metadata-edm,anti-collision.metadata-edm,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-edm/,data.export_level,str,Site,,,
corva#anti-collision.metadata-edm,anti-collision.metadata-edm,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-edm/,data.last_updated_at,int,1736446771,,,
corva#anti-collision.metadata-edm,anti-collision.metadata-edm,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-edm/,version,int,1,,,
corva#anti-collision.metadata-edm,anti-collision.metadata-edm,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-edm/,provider,str,corva,,,
corva#anti-collision.metadata-edm,anti-collision.metadata-edm,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-edm/,timestamp,int,1737755450,,,
corva#anti-collision.metadata-edm,anti-collision.metadata-edm,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-edm/,collection,str,anti-collision.metadata-edm,,,
corva#anti-collision.metadata-edm,anti-collision.metadata-edm,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-edm/,company_id,int,80,,,
corva#anti-collision.metadata-well,anti-collision.metadata-well,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-well/,_id,str,67940b3ac8732cabc46592a2,,,
corva#anti-collision.metadata-well,anti-collision.metadata-well,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-well/,data,object,,,,
corva#anti-collision.metadata-well,anti-collision.metadata-well,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-well/,data.files,array[dict],,,,
corva#anti-collision.metadata-well,anti-collision.metadata-well,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-well/,data.files[].file_hash,str,f5f7dad8a8820bd1b930dfb275810518,,,
corva#anti-collision.metadata-well,anti-collision.metadata-well,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-well/,data.files[].file_link,str,anti-collision-edm/80/67940b267ae07be936140798/EAGLE_PASS_PROJECT_01092025replac,,,
corva#anti-collision.metadata-well,anti-collision.metadata-well,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-well/,data.files[].file_name,str,EAGLE_PASS_PROJECT_01092025replaced.edm.xml,,,
corva#anti-collision.metadata-well,anti-collision.metadata-well,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-well/,data.files[].export_level,str,Site,,,
corva#anti-collision.metadata-well,anti-collision.metadata-well,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-well/,data.files[].latest_updated_at,int,1736446771,,,
corva#anti-collision.metadata-well,anti-collision.metadata-well,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-well/,data.api_number,int,4246140000,,,
corva#anti-collision.metadata-well,anti-collision.metadata-well,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-well/,data.latitude_deg,float,31.49086178639833,,,
corva#anti-collision.metadata-well,anti-collision.metadata-well,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-well/,data.longitude_deg,float,-102.0658076204951,,,
corva#anti-collision.metadata-well,anti-collision.metadata-well,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-well/,data.well_common_name,str,EAGLE PASS B6 5913BH,,,
corva#anti-collision.metadata-well,anti-collision.metadata-well,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-well/,version,int,1,,,
corva#anti-collision.metadata-well,anti-collision.metadata-well,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-well/,provider,str,corva,,,
corva#anti-collision.metadata-well,anti-collision.metadata-well,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-well/,timestamp,int,1737755450,,,
corva#anti-collision.metadata-well,anti-collision.metadata-well,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-well/,collection,str,anti-collision.metadata-well,,,
corva#anti-collision.metadata-well,anti-collision.metadata-well,Anti-Collision,reference,/api/v1/data/corva/anti-collision.metadata-well/,company_id,int,80,,,
corva#askcorva.settings,askcorva.settings,AskCorva / AI,reference,/api/v1/data/corva/askcorva.settings/,kpi_name,str,test,,,
corva#askcorva.settings,askcorva.settings,AskCorva / AI,reference,/api/v1/data/corva/askcorva.settings/,pipeline,array[dict],,,,
corva#askcorva.settings,askcorva.settings,AskCorva / AI,reference,/api/v1/data/corva/askcorva.settings/,pipeline[].$match,object,,,,
corva#askcorva.settings,askcorva.settings,AskCorva / AI,reference,/api/v1/data/corva/askcorva.settings/,pipeline[].$match.$expr,object,,,,
corva#askcorva.settings,askcorva.settings,AskCorva / AI,reference,/api/v1/data/corva/askcorva.settings/,pipeline[].$match.$expr.$and,array[dict],,,,
corva#askcorva.settings,askcorva.settings,AskCorva / AI,reference,/api/v1/data/corva/askcorva.settings/,pipeline[].$match.$expr.$and[].$ne,array[dict],,,,
corva#askcorva.settings,askcorva.settings,AskCorva / AI,reference,/api/v1/data/corva/askcorva.settings/,pipeline[].$match.$expr.$and[].$ne[].$toString,str,$data.value,,,
corva#askcorva.settings,askcorva.settings,AskCorva / AI,reference,/api/v1/data/corva/askcorva.settings/,pipeline[].$match.data.key,str,rop,,,
corva#askcorva.settings,askcorva.settings,AskCorva / AI,reference,/api/v1/data/corva/askcorva.settings/,pipeline[].$match.data.type,str,hour,,,
corva#askcorva.settings,askcorva.settings,AskCorva / AI,reference,/api/v1/data/corva/askcorva.settings/,pipeline[].$match.data.year,int,2024,,,
corva#askcorva.settings,askcorva.settings,AskCorva / AI,reference,/api/v1/data/corva/askcorva.settings/,pipeline[].$match.data.value,object,,,,
corva#askcorva.settings,askcorva.settings,AskCorva / AI,reference,/api/v1/data/corva/askcorva.settings/,pipeline[].$match.data.value.$ne,str,null,,,
corva#askcorva.settings,askcorva.settings,AskCorva / AI,reference,/api/v1/data/corva/askcorva.settings/,pipeline[].$match.data.value.$type,str,number,,,
corva#askcorva.settings,askcorva.settings,AskCorva / AI,reference,/api/v1/data/corva/askcorva.settings/,pipeline[].$match.data.value.$exists,str,true,,,
corva#askcorva.settings,askcorva.settings,AskCorva / AI,reference,/api/v1/data/corva/askcorva.settings/,company_id,int,3,,,
corva#askcorva.settings,askcorva.settings,AskCorva / AI,reference,/api/v1/data/corva/askcorva.settings/,kpi_segment,str,Drilling,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,_id,str,5f75f378bb0c099b4c3f4ea1,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,rig,object,,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,rig.id,int,43,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,rig.name,str,Rig #6,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,name,str,Deepwater A Well,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,type,str,Asset::Well,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,basin,str,Deep Water,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,stats,object,,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,stats.total_time,int,6220800,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,stats.total_depth,int,30360,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,county,null,,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,status,str,complete,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,program,object,,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,program.id,int,38,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,program.name,str,PROGRAM 2,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,asset_id,int,31659357,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,timezone,str,America/Chicago,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,top_hole,object,,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,top_hole.raw,str,"25.3043° N, 90.0659° W",,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,top_hole.coordinates,array[float],,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,api_number,str,60-812-40125,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,company_id,int,5,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,created_at,str,2020-10-01T15:19:19.955000,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,bottom_hole,dict,{},,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,mud_company,str,,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,string_design,str,4,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,last_active_at,str,2019-03-20T06:50:45,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,contractor_name,str,Nomac,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,target_formation,str,Wilcox,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,custom_properties,object,,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,custom_properties.rig_type,str,floating,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,custom_properties.off_bottom_tolerance,str,1.0,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,directional_driller,str,Baker Hughes,,,
corva#assets,assets,Other,time,/api/v1/data/corva/assets/,day_shift_start_time,str,06:00,,,
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,_id,str,5f760c2498fd15638925124a,,,
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,data,object,,,,
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,data.bit_depth,float,7343.12,,,
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,data.lag_depth,float,7079.94,,,
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,data.timestamp,int,1545598715,,,
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,data.hole_depth,float,7343.12,,,
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,data.mud_flow_in,float,1254.96,,,
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,data.time_passed,int,23326,,,
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,data.pump_spm_total,int,100,,,
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,data.bit_to_surface_strokes,int,23202,,,
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,version,int,1,,,
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,asset_id,int,31659357,,,
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,provider,str,corva,,,
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,timestamp,int,1545598715,,,
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,collection,str,circulation.lag-depth,,,
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,company_id,int,5,,,
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,_id,str,5f75f66c16a4233fd4e3fcde,,,
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,data,object,,,,
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,data.status,int,1,,,
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,data.warning,object,,,,
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,data.warning.code,str,data_missing_error,,,
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,data.warning.stale,bool,True,,,
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,data.warning.message,str,The data appears to have the following missing channels: 'Mud Flowout Percentage,,,
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,version,int,1,,,
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,asset_id,int,31659357,,,
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,provider,str,corva,,,
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,timestamp,int,1545203779,,,
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,collection,str,circulation.volumetric,,,
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,company_id,int,5,,,
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,_id,str,67db439dac7ada8ce8f02956,,,
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,data,object,,,,
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,data.state,str,Run in Hole,,,
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,data.comment,str,I see an anomaly,,,
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,data.user_email,str,ryan.dawson@corva.ai,,,
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,data.casing_joint,null,,,,
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,data.measured_depth,int,801,,,
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,data.user_last_name,str,Dawson,,,
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,data.current_user_id,int,15624,,,
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,data.user_first_name,str,Ryan,,,
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,version,int,1,,,
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,asset_id,int,123456,,,
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,provider,str,corva,,,
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,timestamp,int,1725148859,,,
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,collection,str,completion.ccl-annotations,,,
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,company_id,int,346,,,
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,stage_number,int,26,,,
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,_id,str,681b8609df38c12e794f655a,,,
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,data,object,,,,
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,data.state,str,Run in Hole,,,
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,data.end_depth,float,13182.30935231508,,,
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,data.start_depth,float,13178.009352315084,,,
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,data.casing_joint,null,,,,
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,data.anomaly_score,float,0.8212986482895198,,,
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,data.classification,null,,,,
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,data.classification_updated_at,null,,,,
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,data.classification_updated_by_user_id,null,,,,
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,version,int,1,,,
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,asset_id,int,123456,,,
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,provider,str,corva,,,
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,timestamp,int,1746143883,,,
